film_id,title,description,release_year,language_id,original_language_id,rental_duration,rental_rate,length,replacement_cost,rating,category_id
407,HAWK CHILL,A ACTION-PACKED DRAMA OF A MAD SCIENTIST AND A COMPOSER WHO MUST OUTGUN A CAR IN AUSTRALIA,2006,1,7,5,0.99,47,12.99,PG-13,17
408,HEAD STRANGER,A THOUGHTFUL SAGA OF A HUNTER AND A CROCODILE WHO MUST CONFRONT A DOG IN THE GULF OF MEXICO,2006,1,7,4,4.99,69,28.99,R,17
409,HEARTBREAKERS BRIGHT,A AWE-INSPIRING DOCUMENTARY OF A A SHARK AND A DENTIST WHO MUST OUTRACE A PASTRY CHEF IN THE CANADIAN ROCKIES,2006,1,7,3,4.99,59,9.99,G,17
410,HEAVEN FREEDOM,A INTREPID STORY OF A BUTLER AND A CAR WHO MUST VANQUISH A MAN IN NEW ORLEANS,2006,1,7,7,2.99,48,19.99,PG,5
411,HEAVENLY GUN,A BEAUTIFUL YARN OF A FORENSIC PSYCHOLOGIST AND A FRISBEE WHO MUST BATTLE A MOOSE IN A JET BOAT,2006,1,7,5,4.99,49,13.99,NC-17,12
412,HEAVYWEIGHTS BEAST,A UNBELIEVEABLE STORY OF A COMPOSER AND A DOG WHO MUST OVERCOME A WOMANIZER IN AN ABANDONED AMUSEMENT PARK,2006,1,7,6,4.99,102,25.99,G,17
413,HEDWIG ALTER,A ACTION-PACKED YARN OF A WOMANIZER AND A LUMBERJACK WHO MUST CHASE A SUMO WRESTLER IN A MONASTERY,2006,1,7,7,2.99,169,16.99,NC-17,17
414,HELLFIGHTERS SIERRA,A TAUT REFLECTION OF A A SHARK AND A DENTIST WHO MUST BATTLE A BOAT IN SOVIET GEORGIA,2006,1,7,3,2.99,75,23.99,PG,9
415,HIGH ENCINO,A FATEFUL SAGA OF A WAITRESS AND A HUNTER WHO MUST OUTRACE A SUMO WRESTLER IN AUSTRALIA,2006,1,7,3,2.99,84,23.99,R,11
416,HIGHBALL POTTER,A ACTION-PACKED SAGA OF A HUSBAND AND A DOG WHO MUST REDEEM A DATABASE ADMINISTRATOR IN THE SAHARA DESERT,2006,1,7,6,0.99,110,10.99,R,9
417,HILLS NEIGHBORS,A EPIC DISPLAY OF A HUNTER AND A FEMINIST WHO MUST SINK A CAR IN A U-BOAT,2006,1,7,5,0.99,93,29.99,G,1
418,HOBBIT ALIEN,A EMOTIONAL DRAMA OF A HUSBAND AND A GIRL WHO MUST OUTGUN A COMPOSER IN THE FIRST MANNED SPACE STATION,2006,1,7,5,0.99,157,27.99,PG-13,7
419,HOCUS FRIDA,A AWE-INSPIRING TALE OF A GIRL AND A MADMAN WHO MUST OUTGUN A STUDENT IN A SHARK TANK,2006,1,7,4,2.99,141,19.99,G,8
420,HOLES BRANNIGAN,A FAST-PACED REFLECTION OF A TECHNICAL WRITER AND A STUDENT WHO MUST FIGHT A BOY IN THE CANADIAN ROCKIES,2006,1,7,7,4.99,128,27.99,PG,15
421,HOLIDAY GAMES,A INSIGHTFUL REFLECTION OF A WAITRESS AND A MADMAN WHO MUST PURSUE A BOY IN ANCIENT JAPAN,2006,1,7,7,4.99,78,10.99,PG-13,17
422,HOLLOW JEOPARDY,A BEAUTIFUL CHARACTER STUDY OF A ROBOT AND A ASTRONAUT WHO MUST OVERCOME A BOAT IN A MONASTERY,2006,1,7,7,4.99,136,25.99,NC-17,17
423,HOLLYWOOD ANONYMOUS,A FAST-PACED EPISTLE OF A BOY AND A EXPLORER WHO MUST ESCAPE A DOG IN A U-BOAT,2006,1,7,7,0.99,69,29.99,PG,17
424,HOLOCAUST HIGHBALL,A AWE-INSPIRING YARN OF A COMPOSER AND A MAN WHO MUST FIND A ROBOT IN SOVIET GEORGIA,2006,1,7,6,0.99,149,12.99,R,17
425,HOLY TADPOLE,A ACTION-PACKED DISPLAY OF A FEMINIST AND A PIONEER WHO MUST PURSUE A DOG IN A BALOON FACTORY,2006,1,7,6,0.99,88,20.99,R,17
426,HOME PITY,A TOUCHING PANORAMA OF A MAN AND A SECRET AGENT WHO MUST CHALLENGE A TEACHER IN A MYSQL CONVENTION,2006,1,7,7,4.99,185,15.99,R,12
427,HOMEWARD CIDER,A TAUT REFLECTION OF A ASTRONAUT AND A SQUIRREL WHO MUST FIGHT A SQUIRREL IN A MANHATTAN PENTHOUSE,2006,1,7,5,0.99,103,19.99,R,6
428,HOMICIDE PEACH,A ASTOUNDING DOCUMENTARY OF A HUNTER AND A BOY WHO MUST CONFRONT A BOY IN A MYSQL CONVENTION,2006,1,7,6,2.99,141,21.99,PG-13,8
429,HONEY TIES,A TAUT STORY OF A WAITRESS AND A CROCODILE WHO MUST OUTRACE A LUMBERJACK IN A SHARK TANK,2006,1,7,3,0.99,84,29.99,R,15
430,HOOK CHARIOTS,A INSIGHTFUL STORY OF A BOY AND A DOG WHO MUST REDEEM A BOY IN AUSTRALIA,2006,1,7,7,0.99,49,23.99,G,2
431,HOOSIERS BIRDCAGE,A ASTOUNDING DISPLAY OF A EXPLORER AND A BOAT WHO MUST VANQUISH A CAR IN THE FIRST MANNED SPACE STATION,2006,1,7,3,2.99,176,12.99,G,9
432,HOPE TOOTSIE,A AMAZING DOCUMENTARY OF A STUDENT AND A SUMO WRESTLER WHO MUST OUTGUN A A SHARK IN A SHARK TANK,2006,1,7,4,2.99,139,22.99,NC-17,17
433,HORN WORKING,A STUNNING DISPLAY OF A MAD SCIENTIST AND A TECHNICAL WRITER WHO MUST SUCCUMB A MONKEY IN A SHARK TANK,2006,1,7,4,2.99,95,23.99,PG,2
434,HORROR REIGN,A TOUCHING DOCUMENTARY OF A A SHARK AND A CAR WHO MUST BUILD A HUSBAND IN NIGERIA,2006,1,7,3,0.99,139,25.99,R,16
435,HOTEL HAPPINESS,A THRILLING YARN OF A PASTRY CHEF AND A A SHARK WHO MUST CHALLENGE A MAD SCIENTIST IN THE OUTBACK,2006,1,7,6,4.99,181,28.99,PG-13,9
436,HOURS RAGE,A FATEFUL STORY OF A EXPLORER AND A FEMINIST WHO MUST MEET A TECHNICAL WRITER IN SOVIET GEORGIA,2006,1,7,4,0.99,122,14.99,NC-17,13
437,HOUSE DYNAMITE,A TAUT STORY OF A PIONEER AND A SQUIRREL WHO MUST BATTLE A STUDENT IN SOVIET GEORGIA,2006,1,7,7,2.99,109,13.99,R,17
438,HUMAN GRAFFITI,A BEAUTIFUL REFLECTION OF A WOMANIZER AND A SUMO WRESTLER WHO MUST CHASE A DATABASE ADMINISTRATOR IN THE GULF OF MEXICO,2006,1,7,3,2.99,68,22.99,NC-17,10
439,HUNCHBACK IMPOSSIBLE,A TOUCHING YARN OF A FRISBEE AND A DENTIST WHO MUST FIGHT A COMPOSER IN ANCIENT JAPAN,2006,1,7,4,4.99,151,28.99,PG-13,17
440,HUNGER ROOF,A UNBELIEVEABLE YARN OF A STUDENT AND A DATABASE ADMINISTRATOR WHO MUST OUTGUN A HUSBAND IN AN ABANDONED MINE SHAFT,2006,1,7,6,0.99,105,21.99,G,17
441,HUNTER ALTER,A EMOTIONAL DRAMA OF A MAD COW AND A BOAT WHO MUST REDEEM A SECRET AGENT IN A SHARK TANK,2006,1,7,5,2.99,125,21.99,PG-13,6
442,HUNTING MUSKETEERS,A THRILLING REFLECTION OF A PIONEER AND A DENTIST WHO MUST OUTRACE A WOMANIZER IN AN ABANDONED MINE SHAFT,2006,1,7,6,2.99,65,24.99,NC-17,17
443,HURRICANE AFFAIR,A LACKLUSTURE EPISTLE OF A DATABASE ADMINISTRATOR AND A WOMAN WHO MUST MEET A HUNTER IN AN ABANDONED MINE SHAFT,2006,1,7,6,2.99,49,11.99,PG,17
444,HUSTLER PARTY,A EMOTIONAL REFLECTION OF A SUMO WRESTLER AND A MONKEY WHO MUST CONQUER A ROBOT IN THE SAHARA DESERT,2006,1,7,3,4.99,83,22.99,NC-17,5
445,HYDE DOCTOR,A FANCIFUL DOCUMENTARY OF A BOY AND A WOMAN WHO MUST REDEEM A WOMANIZER IN A JET BOAT,2006,1,7,5,2.99,100,11.99,G,4
446,HYSTERICAL GRAIL,A AMAZING SAGA OF A MADMAN AND A DENTIST WHO MUST BUILD A CAR IN A MANHATTAN PENTHOUSE,2006,1,7,5,4.99,150,19.99,PG,17
447,ICE CROSSING,A FAST-PACED TALE OF A BUTLER AND A MOOSE WHO MUST OVERCOME A PIONEER IN A MANHATTAN PENTHOUSE,2006,1,7,5,2.99,131,28.99,R,17
448,IDAHO LOVE,A FAST-PACED DRAMA OF A STUDENT AND A CROCODILE WHO MUST MEET A DATABASE ADMINISTRATOR IN THE OUTBACK,2006,1,7,3,2.99,172,25.99,PG-13,13
449,IDENTITY LOVER,A BORING TALE OF A COMPOSER AND A MAD COW WHO MUST DEFEAT A CAR IN THE OUTBACK,2006,1,7,4,2.99,119,12.99,PG-13,14
450,IDOLS SNATCHERS,A INSIGHTFUL DRAMA OF A CAR AND A COMPOSER WHO MUST FIGHT A MAN IN A MONASTERY,2006,1,7,5,2.99,84,29.99,NC-17,3
451,IGBY MAKER,A EPIC DOCUMENTARY OF A HUNTER AND A DOG WHO MUST OUTGUN A DOG IN A BALOON FACTORY,2006,1,7,7,4.99,160,12.99,NC-17,16
452,ILLUSION AMELIE,A EMOTIONAL EPISTLE OF A BOAT AND A MAD SCIENTIST WHO MUST OUTRACE A ROBOT IN AN ABANDONED MINE SHAFT,2006,1,7,4,0.99,122,15.99,R,17
453,IMAGE PRINCESS,A LACKLUSTURE PANORAMA OF A SECRET AGENT AND A CROCODILE WHO MUST DISCOVER A MADMAN IN THE CANADIAN ROCKIES,2006,1,7,3,2.99,178,17.99,PG-13,15
454,IMPACT ALADDIN,A EPIC CHARACTER STUDY OF A FRISBEE AND A MOOSE WHO MUST OUTGUN A TECHNICAL WRITER IN A SHARK TANK,2006,1,7,6,0.99,180,20.99,PG-13,12
455,IMPOSSIBLE PREJUDICE,A AWE-INSPIRING YARN OF A MONKEY AND A HUNTER WHO MUST CHASE A TEACHER IN ANCIENT CHINA,2006,1,7,7,4.99,103,11.99,NC-17,9
456,INCH JET,A FATEFUL SAGA OF A WOMANIZER AND A STUDENT WHO MUST DEFEAT A BUTLER IN A MONASTERY,2006,1,7,6,4.99,167,18.99,NC-17,2
457,INDEPENDENCE HOTEL,A THRILLING TALE OF A TECHNICAL WRITER AND A BOY WHO MUST FACE A PIONEER IN A MONASTERY,2006,1,7,5,0.99,157,21.99,NC-17,6
458,INDIAN LOVE,A INSIGHTFUL SAGA OF A MAD SCIENTIST AND A MAD SCIENTIST WHO MUST KILL A ASTRONAUT IN AN ABANDONED FUN HOUSE,2006,1,7,4,0.99,135,26.99,NC-17,8
459,INFORMER DOUBLE,A ACTION-PACKED DISPLAY OF A WOMAN AND A DENTIST WHO MUST REDEEM A FORENSIC PSYCHOLOGIST IN THE CANADIAN ROCKIES,2006,1,7,4,4.99,74,23.99,NC-17,17
460,INNOCENT USUAL,A BEAUTIFUL DRAMA OF A PIONEER AND A CROCODILE WHO MUST CHALLENGE A STUDENT IN THE OUTBACK,2006,1,7,3,4.99,178,26.99,PG-13,9
461,INSECTS STONE,A EPIC DISPLAY OF A BUTLER AND A DOG WHO MUST VANQUISH A CROCODILE IN A MANHATTAN PENTHOUSE,2006,1,7,3,0.99,123,14.99,NC-17,17
462,INSIDER ARIZONA,A ASTOUNDING SAGA OF A MAD SCIENTIST AND A HUNTER WHO MUST PURSUE A ROBOT IN A BALOON FACTORY,2006,1,7,5,2.99,78,17.99,NC-17,12
463,INSTINCT AIRPORT,A TOUCHING DOCUMENTARY OF A MAD COW AND A EXPLORER WHO MUST CONFRONT A BUTLER IN A MANHATTAN PENTHOUSE,2006,1,7,4,2.99,116,21.99,PG,15
464,INTENTIONS EMPIRE,A ASTOUNDING EPISTLE OF A CAT AND A CAT WHO MUST CONQUER A MAD COW IN A U-BOAT,2006,1,7,3,2.99,107,13.99,PG-13,17
465,INTERVIEW LIAISONS,A ACTION-PACKED REFLECTION OF A STUDENT AND A BUTLER WHO MUST DISCOVER A DATABASE ADMINISTRATOR IN A MANHATTAN PENTHOUSE,2006,1,7,4,4.99,59,17.99,R,17
466,INTOLERABLE INTENTIONS,A AWE-INSPIRING STORY OF A MONKEY AND A PASTRY CHEF WHO MUST SUCCUMB A WOMANIZER IN A MYSQL CONVENTION,2006,1,7,6,4.99,63,20.99,PG-13,6
467,INTRIGUE WORST,A FANCIFUL CHARACTER STUDY OF A EXPLORER AND A MAD SCIENTIST WHO MUST VANQUISH A SQUIRREL IN A JET BOAT,2006,1,7,6,0.99,181,10.99,G,9
468,INVASION CYCLONE,A LACKLUSTURE CHARACTER STUDY OF A MAD SCIENTIST AND A WOMANIZER WHO MUST OUTRACE A EXPLORER IN A MONASTERY,2006,1,7,5,2.99,97,12.99,PG,17
469,IRON MOON,A FAST-PACED DOCUMENTARY OF A MAD COW AND A BOY WHO MUST PURSUE A DENTIST IN A BALOON,2006,1,7,7,4.99,46,27.99,PG,4
470,ISHTAR ROCKETEER,A ASTOUNDING SAGA OF A DOG AND A SQUIRREL WHO MUST CONQUER A DOG IN AN ABANDONED FUN HOUSE,2006,1,7,4,4.99,79,24.99,R,17
471,ISLAND EXORCIST,A FANCIFUL PANORAMA OF A TECHNICAL WRITER AND A BOY WHO MUST FIND A DENTIST IN AN ABANDONED FUN HOUSE,2006,1,7,7,2.99,84,23.99,NC-17,17
472,ITALIAN AFRICAN,A ASTOUNDING CHARACTER STUDY OF A MONKEY AND A MOOSE WHO MUST OUTGUN A CAT IN A U-BOAT,2006,1,7,3,4.99,174,24.99,G,16
473,JACKET FRISCO,A INSIGHTFUL REFLECTION OF A WOMANIZER AND A HUSBAND WHO MUST CONQUER A PASTRY CHEF IN A BALOON,2006,1,7,5,2.99,181,16.99,PG-13,7
474,JADE BUNCH,A INSIGHTFUL PANORAMA OF A SQUIRREL AND A MAD COW WHO MUST CONFRONT A STUDENT IN THE FIRST MANNED SPACE STATION,2006,1,7,6,2.99,174,21.99,NC-17,17
475,JAPANESE RUN,A AWE-INSPIRING EPISTLE OF A FEMINIST AND A GIRL WHO MUST SINK A GIRL IN THE OUTBACK,2006,1,7,6,0.99,135,29.99,G,11
476,JASON TRAP,A THOUGHTFUL TALE OF A WOMAN AND A A SHARK WHO MUST CONQUER A DOG IN A MONASTERY,2006,1,7,5,2.99,130,9.99,NC-17,17
477,JAWBREAKER BROOKLYN,A STUNNING REFLECTION OF A BOAT AND A PASTRY CHEF WHO MUST SUCCUMB A A SHARK IN A JET BOAT,2006,1,7,5,0.99,118,15.99,PG,12
478,JAWS HARRY,A THRILLING DISPLAY OF A DATABASE ADMINISTRATOR AND A MONKEY WHO MUST OVERCOME A DOG IN AN ABANDONED FUN HOUSE,2006,1,7,4,2.99,112,10.99,G,5
479,JEDI BENEATH,A ASTOUNDING REFLECTION OF A EXPLORER AND A DENTIST WHO MUST PURSUE A STUDENT IN NIGERIA,2006,1,7,7,0.99,128,12.99,PG,17
480,JEEPERS WEDDING,A ASTOUNDING DISPLAY OF A COMPOSER AND A DOG WHO MUST KILL A PASTRY CHEF IN SOVIET GEORGIA,2006,1,7,3,2.99,84,29.99,R,4
481,JEKYLL FROGMEN,A FANCIFUL EPISTLE OF A STUDENT AND A ASTRONAUT WHO MUST KILL A WAITRESS IN A SHARK TANK,2006,1,7,4,2.99,58,22.99,PG,13
482,JEOPARDY ENCINO,A BORING PANORAMA OF A MAN AND A MAD COW WHO MUST FACE A EXPLORER IN ANCIENT INDIA,2006,1,7,3,0.99,102,12.99,R,4
483,JERICHO MULAN,A AMAZING YARN OF A HUNTER AND A BUTLER WHO MUST DEFEAT A BOY IN A JET BOAT,2006,1,7,3,2.99,171,29.99,NC-17,10
484,JERK PAYCHECK,A TOUCHING CHARACTER STUDY OF A PASTRY CHEF AND A DATABASE ADMINISTRATOR WHO MUST REACH A A SHARK IN ANCIENT JAPAN,2006,1,7,3,2.99,172,13.99,NC-17,4
485,JERSEY SASSY,A LACKLUSTURE DOCUMENTARY OF A MADMAN AND A MAD COW WHO MUST FIND A FEMINIST IN ANCIENT JAPAN,2006,1,7,6,4.99,60,16.99,PG,3
486,JET NEIGHBORS,A AMAZING DISPLAY OF A LUMBERJACK AND A TEACHER WHO MUST OUTRACE A WOMAN IN A U-BOAT,2006,1,7,7,4.99,59,14.99,R,17
487,JINGLE SAGEBRUSH,A EPIC CHARACTER STUDY OF A FEMINIST AND A STUDENT WHO MUST MEET A WOMAN IN A BALOON,2006,1,7,6,4.99,124,29.99,PG-13,17
488,JOON NORTHWEST,A THRILLING PANORAMA OF A TECHNICAL WRITER AND A CAR WHO MUST DISCOVER A FORENSIC PSYCHOLOGIST IN A SHARK TANK,2006,1,7,3,0.99,105,23.99,NC-17,15
489,JUGGLER HARDLY,A EPIC STORY OF A MAD COW AND A ASTRONAUT WHO MUST CHALLENGE A CAR IN CALIFORNIA,2006,1,7,4,0.99,54,14.99,PG-13,2
490,JUMANJI BLADE,A INTREPID YARN OF A HUSBAND AND A WOMANIZER WHO MUST PURSUE A MAD SCIENTIST IN NEW ORLEANS,2006,1,7,4,2.99,121,13.99,G,13
491,JUMPING WRATH,A TOUCHING EPISTLE OF A MONKEY AND A FEMINIST WHO MUST DISCOVER A BOAT IN BERLIN,2006,1,7,4,0.99,74,18.99,NC-17,3
492,JUNGLE CLOSER,A BORING CHARACTER STUDY OF A BOY AND A WOMAN WHO MUST BATTLE A ASTRONAUT IN AUSTRALIA,2006,1,7,6,0.99,134,11.99,NC-17,13
493,KANE EXORCIST,A EPIC DOCUMENTARY OF A COMPOSER AND A ROBOT WHO MUST OVERCOME A CAR IN BERLIN,2006,1,7,5,0.99,92,18.99,R,9
494,KARATE MOON,A ASTOUNDING YARN OF A WOMANIZER AND A DOG WHO MUST REACH A WAITRESS IN A MYSQL CONVENTION,2006,1,7,4,0.99,120,21.99,PG-13,17
495,KENTUCKIAN GIANT,A STUNNING YARN OF A WOMAN AND A FRISBEE WHO MUST ESCAPE A WAITRESS IN A U-BOAT,2006,1,7,5,2.99,169,10.99,PG,11
496,KICK SAVANNAH,A EMOTIONAL DRAMA OF A MONKEY AND A ROBOT WHO MUST DEFEAT A MONKEY IN NEW ORLEANS,2006,1,7,3,0.99,179,10.99,PG-13,17
497,KILL BROTHERHOOD,A TOUCHING DISPLAY OF A HUNTER AND A SECRET AGENT WHO MUST REDEEM A HUSBAND IN THE OUTBACK,2006,1,7,4,0.99,54,15.99,G,6
498,KILLER INNOCENT,A FANCIFUL CHARACTER STUDY OF A STUDENT AND A EXPLORER WHO MUST SUCCUMB A COMPOSER IN AN ABANDONED MINE SHAFT,2006,1,7,7,2.99,161,11.99,R,17
499,KING EVOLUTION,A ACTION-PACKED TALE OF A BOY AND A LUMBERJACK WHO MUST CHASE A MADMAN IN A BALOON,2006,1,7,3,4.99,184,24.99,NC-17,8
500,KISS GLORY,A LACKLUSTURE REFLECTION OF A GIRL AND A HUSBAND WHO MUST FIND A ROBOT IN THE CANADIAN ROCKIES,2006,1,7,5,4.99,163,11.99,PG-13,9
501,KISSING DOLLS,A INSIGHTFUL REFLECTION OF A PIONEER AND A TEACHER WHO MUST BUILD A COMPOSER IN THE FIRST MANNED SPACE STATION,2006,1,7,3,4.99,141,9.99,R,1
502,KNOCK WARLOCK,A UNBELIEVEABLE STORY OF A TEACHER AND A BOAT WHO MUST CONFRONT A MOOSE IN A BALOON,2006,1,7,4,2.99,71,21.99,PG-13,5
503,KRAMER CHOCOLATE,A AMAZING YARN OF A ROBOT AND A PASTRY CHEF WHO MUST REDEEM A MAD SCIENTIST IN THE OUTBACK,2006,1,7,3,2.99,171,24.99,R,15
504,KWAI HOMEWARD,A AMAZING DRAMA OF A CAR AND A SQUIRREL WHO MUST PURSUE A CAR IN SOVIET GEORGIA,2006,1,7,5,0.99,46,25.99,PG-13,17
505,LABYRINTH LEAGUE,A AWE-INSPIRING SAGA OF A COMPOSER AND A FRISBEE WHO MUST SUCCUMB A PIONEER IN THE SAHARA DESERT,2006,1,7,6,2.99,46,24.99,PG-13,17
506,LADY STAGE,A BEAUTIFUL CHARACTER STUDY OF A WOMAN AND A MAN WHO MUST PURSUE A EXPLORER IN A U-BOAT,2006,1,7,4,4.99,67,14.99,PG,11
507,LADYBUGS ARMAGEDDON,A FATEFUL REFLECTION OF A DOG AND A MAD SCIENTIST WHO MUST MEET A MAD SCIENTIST IN NEW ORLEANS,2006,1,7,4,0.99,113,13.99,NC-17,10
508,LAMBS CINCINATTI,A INSIGHTFUL STORY OF A MAN AND A FEMINIST WHO MUST FIGHT A COMPOSER IN AUSTRALIA,2006,1,7,6,4.99,144,18.99,PG-13,10
509,LANGUAGE COWBOY,A EPIC YARN OF A CAT AND A MADMAN WHO MUST VANQUISH A DENTIST IN AN ABANDONED AMUSEMENT PARK,2006,1,7,5,0.99,78,26.99,NC-17,3
510,LAWLESS VISION,A INSIGHTFUL YARN OF A BOY AND A SUMO WRESTLER WHO MUST OUTGUN A CAR IN THE OUTBACK,2006,1,7,6,4.99,181,29.99,G,2
511,LAWRENCE LOVE,A FANCIFUL YARN OF A DATABASE ADMINISTRATOR AND A MAD COW WHO MUST PURSUE A WOMANIZER IN BERLIN,2006,1,7,7,0.99,175,23.99,NC-17,17
512,LEAGUE HELLFIGHTERS,A THOUGHTFUL SAGA OF A A SHARK AND A MONKEY WHO MUST OUTGUN A STUDENT IN ANCIENT CHINA,2006,1,7,5,4.99,110,25.99,PG-13,17
513,LEATHERNECKS DWARFS,A FATEFUL REFLECTION OF A DOG AND A MAD COW WHO MUST OUTRACE A TEACHER IN AN ABANDONED MINE SHAFT,2006,1,7,6,2.99,153,21.99,PG-13,16
514,LEBOWSKI SOLDIERS,A BEAUTIFUL EPISTLE OF A SECRET AGENT AND A PIONEER WHO MUST CHASE A ASTRONAUT IN ANCIENT CHINA,2006,1,7,6,2.99,69,17.99,PG-13,7
515,LEGALLY SECRETARY,A ASTOUNDING TALE OF A A SHARK AND A MOOSE WHO MUST MEET A WOMANIZER IN THE SAHARA DESERT,2006,1,7,7,4.99,113,14.99,PG,3
516,LEGEND JEDI,A AWE-INSPIRING EPISTLE OF A PIONEER AND A STUDENT WHO MUST OUTGUN A CROCODILE IN THE OUTBACK,2006,1,7,7,0.99,59,18.99,PG,12
517,LESSON CLEOPATRA,A EMOTIONAL DISPLAY OF A MAN AND A EXPLORER WHO MUST BUILD A BOY IN A MANHATTAN PENTHOUSE,2006,1,7,3,0.99,167,28.99,NC-17,15
518,LIAISONS SWEET,A BORING DRAMA OF A A SHARK AND A EXPLORER WHO MUST REDEEM A WAITRESS IN THE CANADIAN ROCKIES,2006,1,7,5,4.99,140,15.99,PG,16
519,LIBERTY MAGNIFICENT,A BORING DRAMA OF A STUDENT AND A CAT WHO MUST SINK A TECHNICAL WRITER IN A BALOON,2006,1,7,3,2.99,138,27.99,G,15
520,LICENSE WEEKEND,A INSIGHTFUL STORY OF A MAN AND A HUSBAND WHO MUST OVERCOME A MADMAN IN A MONASTERY,2006,1,7,7,2.99,91,28.99,NC-17,17
521,LIES TREATMENT,A FAST-PACED CHARACTER STUDY OF A DENTIST AND A MOOSE WHO MUST DEFEAT A COMPOSER IN THE FIRST MANNED SPACE STATION,2006,1,7,7,4.99,147,28.99,NC-17,7
522,LIFE TWISTED,A THRILLING REFLECTION OF A TEACHER AND A COMPOSER WHO MUST FIND A MAN IN THE FIRST MANNED SPACE STATION,2006,1,7,4,2.99,137,9.99,NC-17,5
523,LIGHTS DEER,A UNBELIEVEABLE EPISTLE OF A DOG AND A WOMAN WHO MUST CONFRONT A MOOSE IN THE GULF OF MEXICO,2006,1,7,7,0.99,174,21.99,R,4
524,LION UNCUT,A INTREPID DISPLAY OF A PASTRY CHEF AND A CAT WHO MUST KILL A A SHARK IN ANCIENT CHINA,2006,1,7,6,0.99,50,13.99,PG,5
525,LOATHING LEGALLY,A BORING EPISTLE OF A PIONEER AND A MAD SCIENTIST WHO MUST ESCAPE A FRISBEE IN THE GULF OF MEXICO,2006,1,7,4,0.99,140,29.99,R,4
526,LOCK REAR,A THOUGHTFUL CHARACTER STUDY OF A SQUIRREL AND A TECHNICAL WRITER WHO MUST OUTRACE A STUDENT IN ANCIENT JAPAN,2006,1,7,7,2.99,120,10.99,R,17
527,LOLA AGENT,A ASTOUNDING TALE OF A MAD SCIENTIST AND A HUSBAND WHO MUST REDEEM A DATABASE ADMINISTRATOR IN ANCIENT JAPAN,2006,1,7,4,4.99,85,24.99,PG,11
528,LOLITA WORLD,A THRILLING DRAMA OF A GIRL AND A ROBOT WHO MUST REDEEM A WAITRESS IN AN ABANDONED MINE SHAFT,2006,1,7,4,2.99,155,25.99,NC-17,8
529,LONELY ELEPHANT,A INTREPID STORY OF A STUDENT AND A DOG WHO MUST CHALLENGE A EXPLORER IN SOVIET GEORGIA,2006,1,7,3,2.99,67,12.99,G,5
530,LORD ARIZONA,A ACTION-PACKED DISPLAY OF A FRISBEE AND A PASTRY CHEF WHO MUST PURSUE A CROCODILE IN A JET BOAT,2006,1,7,5,2.99,108,27.99,PG-13,1
531,LOSE INCH,A STUNNING REFLECTION OF A STUDENT AND A TECHNICAL WRITER WHO MUST BATTLE A BUTLER IN THE FIRST MANNED SPACE STATION,2006,1,7,3,0.99,137,18.99,R,9
532,LOSER HUSTLER,A STUNNING DRAMA OF A ROBOT AND A FEMINIST WHO MUST OUTGUN A BUTLER IN NIGERIA,2006,1,7,5,4.99,80,28.99,PG,15
533,LOST BIRD,A EMOTIONAL CHARACTER STUDY OF A ROBOT AND A A SHARK WHO MUST DEFEAT A TECHNICAL WRITER IN A MANHATTAN PENTHOUSE,2006,1,7,4,2.99,98,21.99,PG-13,17
534,LOUISIANA HARRY,A LACKLUSTURE DRAMA OF A GIRL AND A TECHNICAL WRITER WHO MUST REDEEM A MONKEY IN A SHARK TANK,2006,1,7,5,0.99,70,18.99,PG-13,17
535,LOVE SUICIDES,A BRILLIANT PANORAMA OF A HUNTER AND A EXPLORER WHO MUST PURSUE A DENTIST IN AN ABANDONED FUN HOUSE,2006,1,7,6,0.99,181,21.99,R,11
536,LOVELY JINGLE,A FANCIFUL YARN OF A CROCODILE AND A FORENSIC PSYCHOLOGIST WHO MUST DISCOVER A CROCODILE IN THE OUTBACK,2006,1,7,3,2.99,65,18.99,PG,4
537,LOVER TRUMAN,A EMOTIONAL YARN OF A ROBOT AND A BOY WHO MUST OUTGUN A TECHNICAL WRITER IN A U-BOAT,2006,1,7,3,2.99,75,29.99,G,4
538,LOVERBOY ATTACKS,A BORING STORY OF A CAR AND A BUTLER WHO MUST BUILD A GIRL IN SOVIET GEORGIA,2006,1,7,7,0.99,162,19.99,PG-13,13
539,LUCK OPUS,A BORING DISPLAY OF A MOOSE AND A SQUIRREL WHO MUST OUTRACE A TEACHER IN A SHARK TANK,2006,1,7,7,2.99,152,21.99,NC-17,7
540,LUCKY FLYING,A LACKLUSTURE CHARACTER STUDY OF A A SHARK AND A MAN WHO MUST FIND A FORENSIC PSYCHOLOGIST IN A U-BOAT,2006,1,7,7,2.99,97,10.99,PG-13,12
541,LUKE MUMMY,A TAUT CHARACTER STUDY OF A BOY AND A ROBOT WHO MUST REDEEM A MAD SCIENTIST IN ANCIENT INDIA,2006,1,7,5,2.99,74,21.99,NC-17,2
542,LUST LOCK,A FANCIFUL PANORAMA OF A HUNTER AND A DENTIST WHO MUST MEET A SECRET AGENT IN THE SAHARA DESERT,2006,1,7,3,2.99,52,28.99,G,17
543,MADIGAN DORADO,A ASTOUNDING CHARACTER STUDY OF A A SHARK AND A A SHARK WHO MUST DISCOVER A CROCODILE IN THE OUTBACK,2006,1,7,5,4.99,116,20.99,R,17
